Model,Referans_Model,TP,FN,FP,Precision,Recall,F1_Score
yolo11n_int8.onnx,yolo11m.pt,1822,281,30,0.9838012958963283,0.8663813599619591,0.9213653603034133
2026-01-26 10:58,yolo11n_int8.onnx,yolo11m.pt,480,76,9,0.9816,0.8633,0.9187
2026-01-26 13:37,yolo11n_int8.onnx,yolo11m.pt,480,76,9,0.9816,0.8633,0.9187
2026-01-26 13:47,yolo11n_int8.onnx,yolo11m.pt,480,76,9,0.9816,0.8633,0.9187
